,Month,Volume_Super_Bacon_Thick_454g,kg_Avg_Price_Super_Bacon_Thick_454g,kg_Avg_Price_Super_Bacon_Thick_681g,Promos__Super_Bacon_Thick_454g_lowDisp,Promos__Super_Bacon_Thick_454g_Disp,Promos__Super_Bacon_Thick_454g_Other,Promos__Super_Bacon_Thick_454g_low_Money_Off,Promos__Super_Bacon_Thick_454g_MB,Promos__Super_Bacon_Thick_454g_2for3pn,Promos__Super_Bacon_Thick_454g_TPR,Promos__Super_Bacon_Thick_681g_Disp,Promos__Super_Bacon_Thick_681g_TPR,Promos__Super_Bacon_Thick_681g_Half_Price,Promos__Super_Bacon_Thin_340g_Disp,Promos__Super_Bacon_Thin_340g_Money_Off,Economy_Consumer_Confidence_Index_,Horse_Meat_Scandal,Super_Bacon_Media__Bacon__TV_Spend,Super_Bacon_Media__Press__Spend,Super_Bacon_Media__Facebook_Spend,Super_Bacon_Media__TV_Sponsorship,Seasonality__Average_Temperature_C,Seasonality__Snow_,Seasonality__Precipitation_,Seasonality__Sunshine_,Seasonality__New_Years_Day,Seasonality__Valentines_Day,Seasonality__Easter_Monday_BH,Seasonality__Early_May_BH,Seasonality__Spring_BH,Seasonality__Summer_BH,Seasonality__Christmas,Seasonality__New_Years_Eve,Seasonality__Royal_Wedding_BH,Seasonality__Diamond_Jubilee_BH,Seasonality__All_Bank_Holidays,Seasonality__2012_London_Olympics,Seasonality__2011_Riots,Seasonality__Football_Euros,Seasonality__Mothers_Day,Seasonality__Fathers_Day,Seasonality__St_Patricks_Day
Super_Bacon_Media__Facebook_Spend,-0.019969608477914343,0.20526621290973057,0.05412690446710154,0.2271735307202946,-0.02140647133201994,0.3807969801376239,-0.04812217834751053,-0.05244037746186625,-0.028483585057024086,-0.030193145653180813,0.273818483094884,-0.07879981831950938,-0.09968895060920052,-0.08304921784533348,-0.02791999405014598,-0.07265486310583916,0.0858353435978659,-0.020934808901801345,-0.04570580745716164,-0.019872823585344063,1.0,-0.02630082856080181,0.19928563804711455,-0.046984153151282,-0.19956543907055815,0.3435170738702623,-0.026300828560801803,-0.026300828560801803,-0.030466763806246418,-0.026300828560801806,0.27081846526490777,-0.026300828560801803,-0.026300828560801796,-0.026300828560801806,-0.015088986398765504,-0.015088986398765492,0.015401529608714465,-0.025419717175910527,-0.017776675767536526,-0.0296341809996437,-0.030466763806246418,-0.026300828560801803,-0.026300828560801813
Super_Bacon_Media__TV_Sponsorship,-0.10132131692326814,0.2030280906284797,-0.011038858343704357,0.044329168826488075,-0.015552394196725548,-0.04052788315040873,-0.03496209513737703,-0.038099386370704015,-0.020694113292748832,-0.021936156405891385,0.19615812645031663,-0.0572502500821897,-0.0724267831388488,0.015774826273762765,-0.020284648819658073,-0.0527857699573748,0.3077620265098402,-0.031335167072610165,-0.033206534772975194,-0.014438156639994527,-0.02630082856080181,1.0,0.006470471168574268,-0.034135288318867106,-0.0539760530055658,0.122792062687876,-0.01910828025477708,-0.01910828025477708,0.27299768670836594,-0.01910828025477709,-0.01910828025477708,-0.01910828025477708,-0.019108280254777087,-0.01910828025477708,-0.010962566453052493,-0.010962566453052481,0.14942647834068123,-0.01846812843449297,-0.012915247205201999,-0.021530053106612813,-0.0221349475709486,-0.019108280254777083,-0.019108280254777076
Seasonality__Average_Temperature_C,0.2553995292042083,0.05693265688165706,-0.19987132762455737,0.02818709001708949,-0.2226420447412477,0.14151159015186424,0.09050922266432049,-0.15941245907440235,0.11287856034324194,-0.053242446361400776,0.04674374306474648,-0.08371691832039735,0.31544365835568494,-0.2942580557899527,0.03195847711415297,-0.07453114995030662,-0.03912478567864581,-0.32493766115784045,-0.04202254983071337,-0.05729540823576641,0.19928563804711455,0.006470471168574268,1.0,-0.39466224683697154,-0.20652854855383013,0.6275638087831487,-0.10880293965144927,-0.1562469211723579,-0.04416747491892881,0.04520572454174245,0.08841581834894477,0.15407060216153423,-0.1088754534495293,-0.09059799715443599,0.04249894227281293,0.02997867704581553,-0.03529039189903222,0.18312214602279603,0.11153529372347804,0.11985914802224969,-0.05173537522250884,0.125984642287967,-0.11596056836997816
Seasonality__Snow_,-0.20084362871358494,-0.06982945611397391,0.20597006651174204,0.09714180897878591,0.3179911163883488,-0.07239955442597718,-0.06245675601537537,0.1019152112211462,-0.0369682417429837,-0.03895243080583638,-0.11916221913512741,-0.05640439614775915,-0.1289010988142058,0.0551801084765146,0.015029788530891111,-0.0500372912324993,-0.11762616979354976,0.5053711316655944,-0.01250184001069686,-0.025792516810923656,-0.046984153151282,-0.034135288318867106,-0.39466224683697154,1.0,0.03548991967047289,-0.2286108142704678,-0.003928251848483644,0.21719707852895753,-0.03932233785148141,-0.034135288318867106,-0.0341352883188671,-0.034135288318867085,-0.0115414073822807,-0.0341352883188671,-0.019583675851526962,-0.01958367585152694,-0.008539159051704017,-0.0329917125149806,-0.023071970956088313,-0.038461575846471814,-0.01596544421096181,-0.034135288318867085,0.01715703144718789
Seasonality__Precipitation_,0.13007158264840313,-0.03912796156231589,-0.03986932858007476,0.018620943251523556,-0.05960320938752181,0.07199433760058388,0.17933709571235318,-0.1799970492996032,0.05100344392210666,0.12369369709750015,-0.0675290279722854,-0.01963338566896053,0.08317401139817095,-0.07142789543501435,0.03787807601327894,0.06185940595261058,-0.0022910151469685866,-0.04423263823805913,-0.007352322009981752,-0.0396020064389773,-0.19956543907055815,-0.0539760530055658,-0.20652854855383013,0.03548991967047289,1.0,-0.4735202342902868,0.13970284097505709,0.11322906895738453,-0.10590254055055569,-0.015059201747484388,0.06984933163850252,-0.05209117616921409,0.15214328459123005,0.10323360730471512,-0.12341812893839868,0.18248634016367268,0.04297513818076732,-0.04909819654033604,0.07920599434370801,0.17182800349226696,-0.1177980668898124,0.026977216064366635,-0.017165476123147744
Seasonality__Sunshine_,-0.12900616754272148,0.08330846706520131,-0.12464857136330394,0.05136899202407321,-0.07610769134930158,0.22909194700643967,0.12148107369820049,-0.10353731219075313,0.0957127713335585,0.03548364489821355,0.014583295992621809,-0.1446401719779895,0.05152117687961221,-0.18770170447155404,-0.05791764093461302,-0.11625271282400851,-0.02359239426206976,-0.14570593538462914,-0.05848501330044274,0.019942162939629724,0.3435170738702623,0.122792062687876,0.6275638087831487,-0.2286108142704678,-0.4735202342902868,1.0,-0.15586049520905604,-0.1447601139334172,0.170838663638661,0.15713387097954282,0.12481567419854764,0.0357313986132072,-0.18816179047457016,-0.18267732185679844,0.19603847191557688,-0.02553804170247677,0.07664809475329663,0.11159535820859652,-0.011289995470781989,0.007274072365814152,0.040740436079675625,0.03261533832603292,-0.0804854590377378
Seasonality__New_Years_Day,-0.22230199384657304,0.02834114792955254,0.09646965378915828,0.10667239806910535,-0.015552394196725544,-0.04052788315040875,-0.03496209513737704,-0.038099386370703994,-0.020694113292748815,-0.02193615640589137,0.024540038642096796,-0.057250250082189647,-0.04694476143650968,-0.06033755650929528,-0.02028464881965807,-0.05278576995737479,0.030759621782007092,-0.03133516707261017,0.2013085376576508,-0.014438156639994527,-0.026300828560801803,-0.01910828025477708,-0.10880293965144927,-0.003928251848483644,0.13970284097505709,-0.15586049520905604,1.0,-0.019108280254777073,-0.02213494757094859,-0.01910828025477707,-0.01910828025477707,-0.019108280254777076,-0.019108280254777073,0.6602972399150742,-0.010962566453052495,-0.010962566453052488,0.2507325653513126,-0.018468128434492973,-0.012915247205201982,-0.021530053106612802,-0.02213494757094859,-0.019108280254777066,-0.019108280254777076
Seasonality__Valentines_Day,-0.1819751015388048,0.005910278718834197,0.016268790671491982,0.00890980149541684,-0.015552394196725543,-0.040527883150408735,-0.03496209513737704,0.1512598543594735,-0.020694113292748832,-0.021936156405891374,0.008333916020266438,0.09101284076673616,-0.047901663516927886,0.07913998737667992,-0.020284648819658076,0.10634638094210773,0.03381867348853266,0.3311830347797126,0.18130051877519696,-0.014438156639994532,-0.026300828560801803,-0.01910828025477708,-0.1562469211723579,0.21719707852895753,0.11322906895738453,-0.1447601139334172,-0.019108280254777073,1.0,-0.02213494757094859,-0.019108280254777073,-0.019108280254777076,-0.019108280254777076,-0.019108280254777073,-0.019108280254777073,-0.010962566453052498,-0.010962566453052491,-0.053185695680581464,-0.018468128434492963,-0.012915247205201992,-0.021530053106612802,-0.0221349475709486,-0.01910828025477707,-0.019108280254777083
Seasonality__Easter_Monday_BH,-0.11737016665093741,-0.041112768290839395,0.09968693284946085,-0.14721579891450776,-0.018015824844372506,-0.0469473210950817,-0.04049993680843603,-0.04413416113624429,-0.023971969567891875,-0.0254107468321826,-0.04909708368135957,-0.06631843719563178,-0.04880614875583716,0.09951396176407677,-0.023497647728187653,-0.061146803109429035,0.034356422594222724,-0.01740124245758883,-0.03846630342513061,-0.016725096972948432,-0.030466763806246418,0.27299768670836594,-0.04416747491892881,-0.03932233785148141,-0.10590254055055569,0.170838663638661,-0.02213494757094859,-0.02213494757094859,1.0,-0.022134947570948586,-0.0221349475709486,-0.022134947570948603,-0.022134947570948586,-0.02213494757094859,0.49526055654364837,-0.012698988629324323,0.3784618911490745,-0.021393398525691453,-0.014960965400406284,-0.024940318561398094,-0.025641025641025644,-0.022134947570948603,-0.022134947570948596
Seasonality__Early_May_BH,-0.06099442461549961,0.015177868775834023,-0.021292741865939133,0.0132273519255236,-0.015552394196725562,-0.04052788315040879,-0.03496209513737706,-0.038099386370704015,-0.020694113292748808,0.29304455112319816,-0.0670604336976484,-0.057250250082189695,0.06894635116485054,-0.06033755650929526,-0.020284648819658083,-0.05278576995737477,-0.01918730841383976,-0.01683443899851725,-0.033206534772975166,-0.014438156639994546,-0.026300828560801806,-0.01910828025477709,0.04520572454174245,-0.034135288318867106,-0.015059201747484388,0.15713387097954282,-0.01910828025477707,-0.019108280254777073,-0.022134947570948586,1.0,-0.019108280254777087,-0.019108280254777087,-0.019108280254777066,-0.01910828025477707,-0.010962566453052451,-0.010962566453052484,0.2507325653513125,-0.01846812843449298,-0.012915247205201987,-0.021530053106612813,-0.02213494757094859,-0.019108280254777087,-0.019108280254777083
Seasonality__Spring_BH,-0.02066753230773127,0.07656687707199242,-0.07778704203492533,0.019418521741535775,-0.01555239419672556,0.12585581318866523,0.07626462984056336,-0.03809938637070405,-0.020694113292748822,-0.02193615640589138,0.07247090740067479,-0.057250250082189695,0.05399709309052692,-0.06033755650929527,-0.02028464881965811,-0.0527857699573748,-0.0326629584915954,-0.024084803035563707,-0.0332065347729752,-0.014438156639994546,0.27081846526490777,-0.01910828025477708,0.08841581834894477,-0.0341352883188671,0.06984933163850252,0.12481567419854764,-0.01910828025477707,-0.019108280254777076,-0.0221349475709486,-0.019108280254777087,1.0,-0.01910828025477708,-0.01910828025477707,-0.01910828025477707,-0.01096256645305249,0.5737076443764131,0.3520386523619438,-0.01846812843449298,-0.01291524720520199,0.07415907181166637,-0.022134947570948606,-0.019108280254777073,-0.019108280254777076
Seasonality__Summer_BH,0.08687084717965103,0.015184733426224725,-0.01118479067370803,0.03053424735287596,-0.015552394196725553,-0.040527883150408776,-0.034962095137377046,-0.038099386370703994,-0.020694113292748822,-0.021936156405891385,0.05015807354043872,-0.05725025008218969,-0.011695269052624645,-0.06033755650929528,0.4420003328066912,0.12158741133885016,-0.0015502930938839806,-0.03133516707261018,-0.03320653477297519,-0.014438156639994537,-0.026300828560801803,-0.01910828025477708,0.15407060216153423,-0.034135288318867085,-0.05209117616921409,0.0357313986132072,-0.019108280254777076,-0.019108280254777076,-0.022134947570948603,-0.019108280254777087,-0.01910828025477708,1.0,-0.019108280254777066,-0.01910828025477707,-0.010962566453052493,-0.010962566453052486,0.25073256535131266,-0.018468128434492966,-0.012915247205201987,-0.0215300531066128,-0.022134947570948603,-0.01910828025477707,-0.019108280254777076
Seasonality__Christmas,0.22129382153887878,-0.07204905953176939,0.13790145083167435,0.09904780015075065,-0.015552394196725544,-0.04052788315040875,-0.03496209513737703,-0.03809938637070401,-0.020694113292748825,-0.02193615640589138,-0.06706043369764837,-0.057250250082189647,-0.012968731934274273,-0.06033755650929527,-0.020284648819658076,-0.052785769957374794,0.01668798403433071,-0.03133516707261018,-0.033206534772975166,-0.014438156639994527,-0.026300828560801796,-0.019108280254777087,-0.1088754534495293,-0.0115414073822807,0.15214328459123005,-0.18816179047457016,-0.019108280254777073,-0.019108280254777073,-0.022134947570948586,-0.019108280254777066,-0.01910828025477707,-0.019108280254777066,1.0,0.3205944798301486,-0.010962566453052493,-0.01096256645305249,0.5546508263832064,-0.018468128434492963,-0.012915247205201976,-0.021530053106612795,-0.022134947570948596,-0.019108280254777062,-0.01910828025477708
Seasonality__New_Years_Eve,-0.07443672205142243,0.01722915112439861,0.09118478422607464,0.1077133140154302,-0.015552394196725544,-0.04052788315040874,-0.03496209513737703,-0.03809938637070401,-0.020694113292748825,-0.02193615640589137,0.024540038642096806,-0.057250250082189674,-0.04694476143650968,-0.06033755650929528,-0.02028464881965808,-0.052785769957374794,0.026877790714846313,-0.03133516707261017,-0.033206534772975166,-0.01443815663999453,-0.026300828560801806,-0.01910828025477708,-0.09059799715443599,-0.0341352883188671,0.10323360730471512,-0.18267732185679844,0.6602972399150742,-0.019108280254777073,-0.02213494757094859,-0.01910828025477707,-0.01910828025477707,-0.01910828025477707,0.3205944798301486,1.0,-0.010962566453052497,-0.010962566453052488,0.3520386523619436,-0.018468128434492966,-0.012915247205201982,-0.021530053106612795,-0.0221349475709486,-0.019108280254777066,-0.019108280254777076
Seasonality__Royal_Wedding_BH,-0.05812881405716398,0.03893574142498816,0.018138258184846757,-0.062154439986608634,-0.00892252743901681,-0.02325115637378353,-0.02005802124372863,-0.021857909206923425,-0.011872370989641537,-0.012584940618296509,-0.038473083447538525,-0.03284490611461362,0.027968355850778785,-0.03461611741237656,-0.011637458091328809,-0.03028359973884072,-0.003897124236514607,-0.017977224887368536,-0.019050842842507,-0.008283280835068936,-0.015088986398765504,-0.010962566453052493,0.04249894227281293,-0.019583675851526962,-0.12341812893839868,0.19603847191557688,-0.010962566453052495,-0.010962566453052498,0.49526055654364837,-0.010962566453052451,-0.01096256645305249,-0.010962566453052493,-0.010962566453052493,-0.010962566453052497,1.0,-0.006289308176100634,0.31820741905574,-0.010595306460194022,-0.007409576050635477,-0.012351956051093904,-0.012698988629324299,-0.010962566453052491,-0.010962566453052495
Seasonality__Diamond_Jubilee_BH,-0.011857121275341904,-0.015673833806776803,-0.12684029490026136,-0.07068482499910529,-0.008922527439016812,-0.023251156373783527,0.17137684589266325,-0.021857909206923414,-0.011872370989641544,-0.012584940618296507,-0.038473083447538484,-0.0328449061146136,0.1760392335291208,-0.03461611741237653,-0.011637458091328826,-0.030283599738840733,-0.05473164573525069,-0.017977224887368526,-0.019050842842507038,-0.008283280835068928,-0.015088986398765492,-0.010962566453052481,0.02997867704581553,-0.01958367585152694,0.18248634016367268,-0.02553804170247677,-0.010962566453052488,-0.010962566453052491,-0.012698988629324323,-0.010962566453052484,0.5737076443764131,-0.010962566453052486,-0.01096256645305249,-0.010962566453052488,-0.006289308176100634,1.0,0.31820741905574007,-0.010595306460194014,-0.007409576050635486,0.15234079129682485,-0.012698988629324325,-0.010962566453052484,-0.010962566453052486
Seasonality__All_Bank_Holidays,-0.029464379880062265,0.025126009365918106,0.11675641744357776,0.06357576872115411,-0.04328829668722782,-0.06318577994346966,-0.030972940165575426,-0.10604525065109253,-0.05759967915963859,0.03287671859118532,-0.03861547319422895,-0.15934947247527942,0.0012381678684470479,-0.10979205142883619,0.08140254982893352,-0.05974396060042232,0.013104047332302863,-0.06451470417187705,-0.022489525670714647,-0.04018694487440016,0.015401529608714465,0.14942647834068123,-0.03529039189903222,-0.008539159051704017,0.04297513818076732,0.07664809475329663,0.2507325653513126,-0.053185695680581464,0.3784618911490745,0.2507325653513125,0.3520386523619438,0.25073256535131266,0.5546508263832064,0.3520386523619436,0.31820741905574,0.31820741905574007,1.0,-0.051403906872324455,-0.03594810199225681,-0.002853639108648659,-0.06161007530333775,-0.05318569568058144,-0.053185695680581464
Seasonality__2012_London_Olympics,0.05339123735106191,-0.1291580342479608,0.013740640916733927,-0.11265825962546375,-0.015031369105923863,-0.03917014724612663,-0.03379082024791949,-0.036823008213605554,-0.020000834038054676,-0.02120126711883703,-0.06481382342565076,0.12204514597573501,0.3408781208739067,-0.058316171218943814,-0.01960508714835167,-0.05101737917218821,-0.0903777545427868,-0.030285398910693925,-0.03209407340037555,-0.013954459932001725,-0.025419717175910527,-0.01846812843449297,0.18312214602279603,-0.0329917125149806,-0.04909819654033604,0.11159535820859652,-0.018468128434492973,-0.018468128434492963,-0.021393398525691453,-0.01846812843449298,-0.01846812843449298,-0.018468128434492966,-0.018468128434492963,-0.018468128434492966,-0.010595306460194022,-0.010595306460194014,-0.051403906872324455,1.0,-0.01248256991045894,-0.02080876879932588,-0.021393398525691453,-0.018468128434492977,-0.018468128434492977
Seasonality__2011_Riots,0.04054458418754042,-0.011975984112843516,-0.03585033100383883,-0.05625705630239799,-0.010511831154101035,-0.027392712615265984,-0.02363080797907642,-0.011906621434400463,-0.013987108484108094,-0.014826602862035933,-0.04532600879541011,-0.021998551192858793,0.10120287346615257,-0.04078202997261222,-0.013710352291441652,-0.035677793020959296,-0.08347226912527185,-0.021179374782191104,-0.022444228350371416,-0.00975872028809814,-0.017776675767536526,-0.012915247205201999,0.11153529372347804,-0.023071970956088313,0.07920599434370801,-0.011289995470781989,-0.012915247205201982,-0.012915247205201992,-0.014960965400406284,-0.012915247205201987,-0.01291524720520199,-0.012915247205201987,-0.012915247205201976,-0.012915247205201982,-0.007409576050635477,-0.007409576050635486,-0.03594810199225681,-0.01248256991045894,1.0,-0.014552118479815308,-0.014960965400406288,-0.012915247205202,-0.01291524720520199
Seasonality__Football_Euros,-0.021393678055203466,-0.09461920304241599,-0.30551241290302805,-0.1489188263774164,-0.01752349601983501,0.1584713779701052,0.3874308282784257,-0.042928081488942345,-0.02331687374512721,-0.02471633271422918,-0.07555963590715613,0.15570747514126546,0.41034300370419213,-0.06798470498901174,-0.022855513971595992,-0.059475809193849614,-0.10749081835341137,-0.03530656878497579,-0.0374151125907841,-0.016268040612548742,-0.0296341809996437,-0.021530053106612813,0.11985914802224969,-0.038461575846471814,0.17182800349226696,0.007274072365814152,-0.021530053106612802,-0.021530053106612802,-0.024940318561398094,-0.021530053106612813,0.07415907181166637,-0.0215300531066128,-0.021530053106612795,-0.021530053106612795,-0.012351956051093904,0.15234079129682485,-0.002853639108648659,-0.02080876879932588,-0.014552118479815308,1.0,-0.024940318561398094,0.3133818841073642,-0.021530053106612806
Seasonality__Mothers_Day,-0.14072741374565137,-0.02681113093650131,0.03195587532506369,-0.0465174782964857,-0.018015824844372506,-0.046947321095081714,-0.040499936808436034,0.12038052084001225,-0.023971969567891875,-0.025410746832182605,-0.02051165673430057,-0.023394493021574956,0.0038329275243427917,-0.01808644345252337,-0.023497647728187663,0.04133530401499322,0.0074174864494973665,0.01094467285794047,-0.038466303425130625,-0.01672509697294844,-0.030466763806246418,-0.0221349475709486,-0.05173537522250884,-0.01596544421096181,-0.1177980668898124,0.040740436079675625,-0.02213494757094859,-0.0221349475709486,-0.025641025641025644,-0.02213494757094859,-0.022134947570948606,-0.022134947570948603,-0.022134947570948596,-0.0221349475709486,-0.012698988629324299,-0.012698988629324325,-0.06161007530333775,-0.021393398525691453,-0.014960965400406288,-0.024940318561398094,1.0,-0.022134947570948603,-0.022134947570948596
Seasonality__Fathers_Day,-0.020667532307731273,0.12230635465474828,-0.1466158878841899,-0.010779159855613297,-0.015552394196725562,0.2907398210901764,0.1656131725003495,-0.038099386370704036,0.3304787184712087,-0.021936156405891385,0.0724709074006748,0.0630225033015484,0.07506773912875621,-0.060337556509295245,-0.02028464881965809,-0.05278576995737479,-0.03706693804627439,-0.024084803035563703,0.1959139295791737,-0.014438156639994542,-0.026300828560801803,-0.019108280254777083,0.125984642287967,-0.034135288318867085,0.026977216064366635,0.03261533832603292,-0.019108280254777066,-0.01910828025477707,-0.022134947570948603,-0.019108280254777087,-0.019108280254777073,-0.01910828025477707,-0.019108280254777062,-0.019108280254777066,-0.010962566453052491,-0.010962566453052484,-0.05318569568058144,-0.018468128434492977,-0.012915247205202,0.3133818841073642,-0.022134947570948603,1.0,-0.01910828025477708
Seasonality__St_Patricks_Day,-0.14164820923103633,-0.07802973016987973,0.061598266804141356,0.039237415455137994,-0.015552394196725538,-0.040527883150408756,-0.03496209513737703,0.1512598543594735,-0.02069411329274882,-0.021936156405891374,-0.06706043369764834,-0.057250250082189674,-0.016748951951150007,-0.060337556509295294,-0.020284648819658066,0.06517290558691534,0.03677224065024572,0.004916653112622126,-0.03320653477297518,-0.014438156639994532,-0.026300828560801813,-0.019108280254777076,-0.11596056836997816,0.01715703144718789,-0.017165476123147744,-0.0804854590377378,-0.019108280254777076,-0.019108280254777083,-0.022134947570948596,-0.019108280254777083,-0.019108280254777076,-0.019108280254777076,-0.01910828025477708,-0.019108280254777076,-0.010962566453052495,-0.010962566453052486,-0.053185695680581464,-0.018468128434492977,-0.01291524720520199,-0.021530053106612806,-0.022134947570948596,-0.01910828025477708,1.0
